"Repetition","ID","OuterFold","SplitID"
1,163,4,"R01_F04"
1,164,2,"R01_F02"
1,165,5,"R01_F05"
1,166,3,"R01_F03"
1,167,4,"R01_F04"
1,168,5,"R01_F05"
1,169,5,"R01_F05"
1,170,5,"R01_F05"
1,171,4,"R01_F04"
1,172,1,"R01_F01"
1,173,3,"R01_F03"
1,174,2,"R01_F02"
1,175,2,"R01_F02"
1,176,3,"R01_F03"
1,177,2,"R01_F02"
1,178,3,"R01_F03"
1,179,2,"R01_F02"
1,180,3,"R01_F03"
1,181,4,"R01_F04"
1,182,1,"R01_F01"
1,183,4,"R01_F04"
1,184,2,"R01_F02"
1,185,5,"R01_F05"
1,186,2,"R01_F02"
1,187,4,"R01_F04"
1,188,4,"R01_F04"
1,189,4,"R01_F04"
1,190,2,"R01_F02"
1,191,4,"R01_F04"
1,192,1,"R01_F01"
1,193,1,"R01_F01"
1,194,5,"R01_F05"
1,195,1,"R01_F01"
1,196,1,"R01_F01"
1,197,2,"R01_F02"
1,198,4,"R01_F04"
1,199,2,"R01_F02"
1,200,4,"R01_F04"
1,201,5,"R01_F05"
1,202,1,"R01_F01"
1,203,4,"R01_F04"
1,204,5,"R01_F05"
1,205,4,"R01_F04"
1,206,5,"R01_F05"
1,207,3,"R01_F03"
1,208,5,"R01_F05"
1,209,1,"R01_F01"
1,210,1,"R01_F01"
1,211,1,"R01_F01"
1,212,3,"R01_F03"
1,213,5,"R01_F05"
1,214,5,"R01_F05"
1,215,5,"R01_F05"
1,216,1,"R01_F01"
1,217,2,"R01_F02"
1,218,4,"R01_F04"
1,219,5,"R01_F05"
1,220,2,"R01_F02"
1,221,3,"R01_F03"
1,222,4,"R01_F04"
1,223,2,"R01_F02"
1,224,3,"R01_F03"
1,225,1,"R01_F01"
1,226,5,"R01_F05"
1,227,3,"R01_F03"
1,228,1,"R01_F01"
1,229,1,"R01_F01"
1,230,2,"R01_F02"
1,231,2,"R01_F02"
1,232,5,"R01_F05"
1,233,1,"R01_F01"
1,234,4,"R01_F04"
1,235,1,"R01_F01"
1,236,1,"R01_F01"
1,237,5,"R01_F05"
1,238,1,"R01_F01"
1,239,1,"R01_F01"
1,240,1,"R01_F01"
1,241,3,"R01_F03"
1,242,5,"R01_F05"
1,243,4,"R01_F04"
1,244,1,"R01_F01"
1,245,3,"R01_F03"
1,246,1,"R01_F01"
1,247,1,"R01_F01"
1,248,2,"R01_F02"
1,249,2,"R01_F02"
1,250,3,"R01_F03"
1,251,4,"R01_F04"
1,252,2,"R01_F02"
1,253,3,"R01_F03"
1,254,1,"R01_F01"
1,255,4,"R01_F04"
1,256,3,"R01_F03"
1,257,5,"R01_F05"
1,258,3,"R01_F03"
1,259,1,"R01_F01"
1,260,3,"R01_F03"
1,261,4,"R01_F04"
1,262,5,"R01_F05"
1,263,1,"R01_F01"
1,264,5,"R01_F05"
1,265,5,"R01_F05"
1,266,2,"R01_F02"
1,267,5,"R01_F05"
1,268,4,"R01_F04"
1,269,1,"R01_F01"
1,270,3,"R01_F03"
1,271,2,"R01_F02"
1,272,5,"R01_F05"
1,273,2,"R01_F02"
1,274,4,"R01_F04"
1,275,5,"R01_F05"
1,276,3,"R01_F03"
1,277,4,"R01_F04"
1,278,2,"R01_F02"
1,279,5,"R01_F05"
1,280,3,"R01_F03"
1,281,2,"R01_F02"
1,282,3,"R01_F03"
1,283,1,"R01_F01"
1,284,3,"R01_F03"
1,285,5,"R01_F05"
1,286,3,"R01_F03"
1,287,2,"R01_F02"
1,288,1,"R01_F01"
1,289,4,"R01_F04"
1,290,1,"R01_F01"
1,291,5,"R01_F05"
1,292,1,"R01_F01"
1,293,3,"R01_F03"
1,294,3,"R01_F03"
1,295,1,"R01_F01"
1,296,5,"R01_F05"
1,297,4,"R01_F04"
1,298,3,"R01_F03"
1,299,3,"R01_F03"
1,300,5,"R01_F05"
1,301,4,"R01_F04"
1,302,1,"R01_F01"
1,303,5,"R01_F05"
1,304,1,"R01_F01"
1,305,1,"R01_F01"
1,306,3,"R01_F03"
1,307,1,"R01_F01"
1,308,3,"R01_F03"
1,309,3,"R01_F03"
1,310,5,"R01_F05"
1,311,4,"R01_F04"
1,312,2,"R01_F02"
1,313,2,"R01_F02"
1,314,1,"R01_F01"
1,315,2,"R01_F02"
1,316,2,"R01_F02"
1,317,3,"R01_F03"
1,318,2,"R01_F02"
1,319,3,"R01_F03"
1,320,1,"R01_F01"
1,321,2,"R01_F02"
1,322,5,"R01_F05"
1,323,2,"R01_F02"
1,324,3,"R01_F03"
1,325,1,"R01_F01"
1,326,4,"R01_F04"
1,327,2,"R01_F02"
1,328,5,"R01_F05"
1,329,4,"R01_F04"
1,330,3,"R01_F03"
1,331,4,"R01_F04"
1,332,4,"R01_F04"
1,333,4,"R01_F04"
1,334,3,"R01_F03"
1,335,1,"R01_F01"
1,336,3,"R01_F03"
1,337,2,"R01_F02"
1,338,2,"R01_F02"
1,339,4,"R01_F04"
1,340,5,"R01_F05"
1,341,5,"R01_F05"
1,342,1,"R01_F01"
1,343,2,"R01_F02"
1,344,1,"R01_F01"
1,345,4,"R01_F04"
1,346,3,"R01_F03"
1,347,4,"R01_F04"
1,348,2,"R01_F02"
1,349,4,"R01_F04"
1,350,2,"R01_F02"
1,351,4,"R01_F04"
1,352,4,"R01_F04"
1,353,5,"R01_F05"
1,354,4,"R01_F04"
1,355,5,"R01_F05"
1,356,2,"R01_F02"
1,357,2,"R01_F02"
1,358,2,"R01_F02"
1,359,1,"R01_F01"
1,360,1,"R01_F01"
1,361,2,"R01_F02"
1,362,2,"R01_F02"
1,363,2,"R01_F02"
1,364,2,"R01_F02"
1,365,3,"R01_F03"
1,366,5,"R01_F05"
1,367,1,"R01_F01"
1,368,3,"R01_F03"
1,369,2,"R01_F02"
1,370,5,"R01_F05"
1,371,2,"R01_F02"
1,372,1,"R01_F01"
1,373,3,"R01_F03"
1,374,3,"R01_F03"
1,375,2,"R01_F02"
1,376,1,"R01_F01"
1,377,4,"R01_F04"
1,378,3,"R01_F03"
1,379,1,"R01_F01"
1,380,3,"R01_F03"
1,381,4,"R01_F04"
1,382,2,"R01_F02"
1,383,3,"R01_F03"
1,384,4,"R01_F04"
1,385,1,"R01_F01"
1,386,4,"R01_F04"
1,387,1,"R01_F01"
1,388,5,"R01_F05"
1,389,4,"R01_F04"
1,390,1,"R01_F01"
1,391,3,"R01_F03"
1,392,2,"R01_F02"
1,393,2,"R01_F02"
1,394,5,"R01_F05"
1,395,5,"R01_F05"
1,396,5,"R01_F05"
1,397,1,"R01_F01"
1,398,2,"R01_F02"
1,399,4,"R01_F04"
1,400,1,"R01_F01"
1,401,4,"R01_F04"
1,402,1,"R01_F01"
1,403,3,"R01_F03"
1,404,2,"R01_F02"
1,405,4,"R01_F04"
1,406,1,"R01_F01"
1,407,4,"R01_F04"
1,408,5,"R01_F05"
1,409,3,"R01_F03"
1,410,2,"R01_F02"
1,411,3,"R01_F03"
1,412,3,"R01_F03"
1,413,2,"R01_F02"
1,414,1,"R01_F01"
1,415,4,"R01_F04"
1,416,1,"R01_F01"
1,417,2,"R01_F02"
1,418,3,"R01_F03"
1,419,3,"R01_F03"
1,420,5,"R01_F05"
1,421,4,"R01_F04"
1,422,1,"R01_F01"
1,423,1,"R01_F01"
1,424,2,"R01_F02"
1,425,5,"R01_F05"
1,426,3,"R01_F03"
1,427,3,"R01_F03"
1,428,2,"R01_F02"
1,429,4,"R01_F04"
1,430,4,"R01_F04"
1,431,4,"R01_F04"
1,432,5,"R01_F05"
1,433,4,"R01_F04"
1,434,2,"R01_F02"
1,435,2,"R01_F02"
1,436,2,"R01_F02"
1,437,1,"R01_F01"
1,438,5,"R01_F05"
1,439,3,"R01_F03"
1,440,2,"R01_F02"
1,441,1,"R01_F01"
1,442,2,"R01_F02"
1,443,1,"R01_F01"
1,444,4,"R01_F04"
1,445,3,"R01_F03"
1,446,1,"R01_F01"
1,447,3,"R01_F03"
1,448,3,"R01_F03"
1,449,4,"R01_F04"
1,450,5,"R01_F05"
1,451,4,"R01_F04"
1,452,5,"R01_F05"
1,453,2,"R01_F02"
1,454,3,"R01_F03"
1,455,1,"R01_F01"
1,456,4,"R01_F04"
1,457,5,"R01_F05"
1,458,1,"R01_F01"
1,459,4,"R01_F04"
1,460,5,"R01_F05"
1,461,5,"R01_F05"
1,462,4,"R01_F04"
1,463,2,"R01_F02"
1,464,3,"R01_F03"
1,465,3,"R01_F03"
1,466,1,"R01_F01"
1,467,3,"R01_F03"
1,468,5,"R01_F05"
1,469,1,"R01_F01"
1,470,3,"R01_F03"
1,471,4,"R01_F04"
1,472,2,"R01_F02"
1,473,3,"R01_F03"
1,474,5,"R01_F05"
1,475,4,"R01_F04"
1,476,3,"R01_F03"
1,477,4,"R01_F04"
1,478,5,"R01_F05"
1,479,1,"R01_F01"
1,480,2,"R01_F02"
1,481,3,"R01_F03"
1,482,5,"R01_F05"
1,483,1,"R01_F01"
1,484,1,"R01_F01"
1,485,1,"R01_F01"
1,486,3,"R01_F03"
1,487,5,"R01_F05"
1,488,2,"R01_F02"
1,489,5,"R01_F05"
1,490,3,"R01_F03"
1,491,3,"R01_F03"
1,492,2,"R01_F02"
1,493,1,"R01_F01"
1,494,3,"R01_F03"
1,495,5,"R01_F05"
1,496,2,"R01_F02"
1,497,1,"R01_F01"
1,498,5,"R01_F05"
1,499,2,"R01_F02"
1,500,2,"R01_F02"
1,501,1,"R01_F01"
1,502,1,"R01_F01"
1,503,1,"R01_F01"
1,504,5,"R01_F05"
1,505,1,"R01_F01"
1,506,1,"R01_F01"
1,507,5,"R01_F05"
1,508,3,"R01_F03"
1,509,4,"R01_F04"
1,510,2,"R01_F02"
1,511,1,"R01_F01"
1,512,2,"R01_F02"
1,513,5,"R01_F05"
1,514,1,"R01_F01"
1,515,3,"R01_F03"
1,516,4,"R01_F04"
1,517,1,"R01_F01"
1,518,5,"R01_F05"
1,519,4,"R01_F04"
1,520,4,"R01_F04"
1,521,2,"R01_F02"
1,522,5,"R01_F05"
1,523,4,"R01_F04"
1,524,4,"R01_F04"
1,525,1,"R01_F01"
1,526,3,"R01_F03"
1,527,5,"R01_F05"
1,528,1,"R01_F01"
1,529,2,"R01_F02"
1,530,2,"R01_F02"
1,531,3,"R01_F03"
1,532,4,"R01_F04"
1,533,1,"R01_F01"
1,534,5,"R01_F05"
1,535,3,"R01_F03"
1,536,2,"R01_F02"
1,537,5,"R01_F05"
1,538,3,"R01_F03"
1,539,2,"R01_F02"
1,540,1,"R01_F01"
1,541,2,"R01_F02"
1,542,5,"R01_F05"
1,543,3,"R01_F03"
1,544,3,"R01_F03"
1,545,3,"R01_F03"
1,546,3,"R01_F03"
1,547,4,"R01_F04"
1,548,3,"R01_F03"
1,549,5,"R01_F05"
1,550,4,"R01_F04"
1,551,1,"R01_F01"
1,552,4,"R01_F04"
1,553,4,"R01_F04"
1,554,3,"R01_F03"
1,555,1,"R01_F01"
1,556,1,"R01_F01"
1,557,3,"R01_F03"
1,558,4,"R01_F04"
1,559,1,"R01_F01"
1,560,2,"R01_F02"
1,561,2,"R01_F02"
1,562,4,"R01_F04"
1,563,1,"R01_F01"
1,564,1,"R01_F01"
1,565,5,"R01_F05"
1,566,4,"R01_F04"
1,567,2,"R01_F02"
1,568,3,"R01_F03"
1,569,2,"R01_F02"
1,570,1,"R01_F01"
1,571,1,"R01_F01"
1,572,5,"R01_F05"
1,573,5,"R01_F05"
1,574,2,"R01_F02"
1,575,1,"R01_F01"
1,576,5,"R01_F05"
1,577,4,"R01_F04"
1,578,4,"R01_F04"
1,579,5,"R01_F05"
1,580,3,"R01_F03"
1,581,1,"R01_F01"
1,582,2,"R01_F02"
1,583,3,"R01_F03"
1,584,4,"R01_F04"
1,585,4,"R01_F04"
1,586,2,"R01_F02"
1,587,4,"R01_F04"
1,588,2,"R01_F02"
1,589,3,"R01_F03"
1,590,3,"R01_F03"
1,591,5,"R01_F05"
1,592,4,"R01_F04"
1,593,5,"R01_F05"
1,594,4,"R01_F04"
1,595,5,"R01_F05"
1,596,5,"R01_F05"
1,597,2,"R01_F02"
1,598,1,"R01_F01"
1,599,4,"R01_F04"
1,600,5,"R01_F05"
1,601,5,"R01_F05"
1,602,2,"R01_F02"
1,603,4,"R01_F04"
1,604,5,"R01_F05"
1,605,2,"R01_F02"
1,606,5,"R01_F05"
1,607,5,"R01_F05"
1,608,3,"R01_F03"
1,609,1,"R01_F01"
1,610,1,"R01_F01"
1,611,2,"R01_F02"
1,612,2,"R01_F02"
1,613,3,"R01_F03"
1,614,4,"R01_F04"
1,615,5,"R01_F05"
1,616,4,"R01_F04"
1,617,2,"R01_F02"
1,618,1,"R01_F01"
1,619,4,"R01_F04"
1,620,1,"R01_F01"
1,621,2,"R01_F02"
1,622,5,"R01_F05"
1,623,5,"R01_F05"
1,624,5,"R01_F05"
1,625,5,"R01_F05"
1,626,4,"R01_F04"
1,627,2,"R01_F02"
1,628,2,"R01_F02"
1,629,1,"R01_F01"
1,630,1,"R01_F01"
1,631,5,"R01_F05"
1,632,5,"R01_F05"
1,633,4,"R01_F04"
1,634,3,"R01_F03"
1,635,5,"R01_F05"
1,636,1,"R01_F01"
1,637,2,"R01_F02"
1,638,1,"R01_F01"
1,639,3,"R01_F03"
1,640,4,"R01_F04"
1,641,2,"R01_F02"
1,642,1,"R01_F01"
1,643,5,"R01_F05"
1,644,4,"R01_F04"
1,645,2,"R01_F02"
1,646,3,"R01_F03"
1,647,5,"R01_F05"
1,648,4,"R01_F04"
1,649,4,"R01_F04"
1,650,1,"R01_F01"
1,651,1,"R01_F01"
1,652,1,"R01_F01"
1,653,3,"R01_F03"
1,654,4,"R01_F04"
1,655,5,"R01_F05"
1,656,5,"R01_F05"
1,657,4,"R01_F04"
1,658,4,"R01_F04"
1,659,4,"R01_F04"
1,660,2,"R01_F02"
1,661,3,"R01_F03"
1,662,4,"R01_F04"
1,663,2,"R01_F02"
1,664,4,"R01_F04"
1,665,5,"R01_F05"
1,666,5,"R01_F05"
1,667,1,"R01_F01"
1,668,4,"R01_F04"
1,669,5,"R01_F05"
1,670,3,"R01_F03"
1,671,1,"R01_F01"
1,672,4,"R01_F04"
1,673,1,"R01_F01"
1,674,5,"R01_F05"
1,675,4,"R01_F04"
1,676,1,"R01_F01"
1,677,3,"R01_F03"
1,678,2,"R01_F02"
1,679,5,"R01_F05"
1,680,3,"R01_F03"
1,681,4,"R01_F04"
1,682,2,"R01_F02"
1,683,3,"R01_F03"
1,684,3,"R01_F03"
1,685,2,"R01_F02"
1,686,1,"R01_F01"
1,687,2,"R01_F02"
1,688,4,"R01_F04"
1,689,4,"R01_F04"
1,690,2,"R01_F02"
1,691,5,"R01_F05"
1,692,5,"R01_F05"
1,693,1,"R01_F01"
1,694,3,"R01_F03"
1,695,1,"R01_F01"
1,696,3,"R01_F03"
1,697,5,"R01_F05"
1,698,3,"R01_F03"
1,699,1,"R01_F01"
1,700,2,"R01_F02"
1,701,3,"R01_F03"
1,702,3,"R01_F03"
1,703,2,"R01_F02"
1,704,1,"R01_F01"
1,705,1,"R01_F01"
1,706,1,"R01_F01"
1,707,5,"R01_F05"
1,708,5,"R01_F05"
1,709,5,"R01_F05"
1,710,1,"R01_F01"
1,711,5,"R01_F05"
1,712,1,"R01_F01"
1,713,1,"R01_F01"
1,714,4,"R01_F04"
1,715,2,"R01_F02"
1,716,4,"R01_F04"
1,717,5,"R01_F05"
1,718,3,"R01_F03"
1,719,1,"R01_F01"
1,720,1,"R01_F01"
1,721,5,"R01_F05"
1,722,5,"R01_F05"
1,723,2,"R01_F02"
1,724,1,"R01_F01"
1,725,5,"R01_F05"
1,726,5,"R01_F05"
1,727,3,"R01_F03"
1,728,1,"R01_F01"
1,729,2,"R01_F02"
1,730,5,"R01_F05"
1,731,4,"R01_F04"
1,732,3,"R01_F03"
1,733,1,"R01_F01"
1,734,3,"R01_F03"
1,735,5,"R01_F05"
1,736,4,"R01_F04"
1,737,2,"R01_F02"
1,738,1,"R01_F01"
1,739,2,"R01_F02"
1,740,4,"R01_F04"
1,741,1,"R01_F01"
1,742,3,"R01_F03"
1,743,5,"R01_F05"
1,744,4,"R01_F04"
1,745,5,"R01_F05"
1,746,5,"R01_F05"
1,747,1,"R01_F01"
1,748,5,"R01_F05"
1,749,4,"R01_F04"
1,750,5,"R01_F05"
1,751,5,"R01_F05"
1,752,5,"R01_F05"
1,753,5,"R01_F05"
1,754,4,"R01_F04"
1,755,4,"R01_F04"
1,756,3,"R01_F03"
1,757,1,"R01_F01"
1,758,3,"R01_F03"
1,759,4,"R01_F04"
1,760,5,"R01_F05"
1,761,1,"R01_F01"
1,762,1,"R01_F01"
1,763,5,"R01_F05"
1,764,4,"R01_F04"
1,765,2,"R01_F02"
1,766,2,"R01_F02"
1,767,2,"R01_F02"
1,768,4,"R01_F04"
1,769,2,"R01_F02"
1,770,3,"R01_F03"
1,771,5,"R01_F05"
1,772,5,"R01_F05"
1,773,4,"R01_F04"
1,774,2,"R01_F02"
1,775,5,"R01_F05"
1,776,5,"R01_F05"
1,777,4,"R01_F04"
1,778,1,"R01_F01"
1,779,1,"R01_F01"
1,780,3,"R01_F03"
1,781,3,"R01_F03"
1,782,4,"R01_F04"
1,783,1,"R01_F01"
1,784,5,"R01_F05"
1,785,1,"R01_F01"
1,786,3,"R01_F03"
1,787,2,"R01_F02"
1,788,1,"R01_F01"
1,789,5,"R01_F05"
1,790,2,"R01_F02"
1,791,3,"R01_F03"
1,792,4,"R01_F04"
1,793,4,"R01_F04"
1,794,5,"R01_F05"
1,795,2,"R01_F02"
1,796,3,"R01_F03"
1,797,1,"R01_F01"
1,798,4,"R01_F04"
1,799,3,"R01_F03"
1,800,5,"R01_F05"
1,801,4,"R01_F04"
1,802,2,"R01_F02"
1,803,4,"R01_F04"
1,804,2,"R01_F02"
1,805,2,"R01_F02"
1,806,4,"R01_F04"
1,807,1,"R01_F01"
1,808,3,"R01_F03"
1,809,4,"R01_F04"
1,810,2,"R01_F02"
1,811,2,"R01_F02"
1,812,2,"R01_F02"
1,813,5,"R01_F05"
1,814,2,"R01_F02"
1,815,3,"R01_F03"
1,816,4,"R01_F04"
1,817,4,"R01_F04"
1,818,3,"R01_F03"
1,819,2,"R01_F02"
1,820,5,"R01_F05"
1,821,4,"R01_F04"
1,822,4,"R01_F04"
1,823,3,"R01_F03"
1,824,3,"R01_F03"
1,825,5,"R01_F05"
1,826,5,"R01_F05"
1,827,3,"R01_F03"
1,828,2,"R01_F02"
1,829,1,"R01_F01"
1,830,3,"R01_F03"
1,831,5,"R01_F05"
1,832,5,"R01_F05"
1,833,3,"R01_F03"
1,834,4,"R01_F04"
1,835,1,"R01_F01"
1,836,2,"R01_F02"
1,837,4,"R01_F04"
1,838,5,"R01_F05"
1,839,2,"R01_F02"
1,840,5,"R01_F05"
1,841,5,"R01_F05"
1,842,4,"R01_F04"
1,843,4,"R01_F04"
1,844,1,"R01_F01"
1,845,4,"R01_F04"
1,846,5,"R01_F05"
1,847,3,"R01_F03"
1,848,4,"R01_F04"
1,849,3,"R01_F03"
1,850,2,"R01_F02"
1,851,1,"R01_F01"
1,852,1,"R01_F01"
1,853,5,"R01_F05"
1,854,2,"R01_F02"
1,855,5,"R01_F05"
1,856,5,"R01_F05"
1,857,2,"R01_F02"
1,858,2,"R01_F02"
1,859,1,"R01_F01"
1,860,2,"R01_F02"
1,861,5,"R01_F05"
1,862,4,"R01_F04"
1,863,4,"R01_F04"
1,864,2,"R01_F02"
1,865,2,"R01_F02"
1,866,3,"R01_F03"
1,867,5,"R01_F05"
1,868,5,"R01_F05"
1,869,5,"R01_F05"
1,870,3,"R01_F03"
1,871,5,"R01_F05"
1,872,4,"R01_F04"
1,873,3,"R01_F03"
1,874,2,"R01_F02"
1,875,3,"R01_F03"
1,876,4,"R01_F04"
1,877,1,"R01_F01"
1,878,2,"R01_F02"
1,879,1,"R01_F01"
1,880,4,"R01_F04"
1,881,2,"R01_F02"
1,882,3,"R01_F03"
1,883,4,"R01_F04"
1,884,3,"R01_F03"
1,885,1,"R01_F01"
1,886,4,"R01_F04"
1,887,3,"R01_F03"
1,888,4,"R01_F04"
1,889,5,"R01_F05"
1,890,2,"R01_F02"
1,891,1,"R01_F01"
1,892,3,"R01_F03"
1,893,2,"R01_F02"
1,894,2,"R01_F02"
1,895,5,"R01_F05"
1,896,5,"R01_F05"
1,897,2,"R01_F02"
1,898,5,"R01_F05"
1,899,1,"R01_F01"
1,900,4,"R01_F04"
1,901,3,"R01_F03"
1,902,5,"R01_F05"
1,903,4,"R01_F04"
1,904,5,"R01_F05"
1,905,5,"R01_F05"
1,906,5,"R01_F05"
1,907,3,"R01_F03"
1,908,1,"R01_F01"
1,909,3,"R01_F03"
1,910,2,"R01_F02"
1,911,4,"R01_F04"
1,912,4,"R01_F04"
1,913,5,"R01_F05"
1,914,1,"R01_F01"
1,915,1,"R01_F01"
1,916,1,"R01_F01"
1,917,2,"R01_F02"
1,918,5,"R01_F05"
1,919,4,"R01_F04"
1,920,2,"R01_F02"
1,921,3,"R01_F03"
1,922,4,"R01_F04"
1,923,4,"R01_F04"
1,924,3,"R01_F03"
1,925,5,"R01_F05"
1,926,4,"R01_F04"
1,927,1,"R01_F01"
1,928,4,"R01_F04"
1,929,5,"R01_F05"
1,930,1,"R01_F01"
1,931,2,"R01_F02"
1,932,2,"R01_F02"
1,933,2,"R01_F02"
1,934,5,"R01_F05"
1,935,2,"R01_F02"
1,936,4,"R01_F04"
1,937,2,"R01_F02"
1,938,3,"R01_F03"
1,939,3,"R01_F03"
1,940,2,"R01_F02"
1,941,3,"R01_F03"
1,942,5,"R01_F05"
1,943,1,"R01_F01"
1,944,1,"R01_F01"
1,945,2,"R01_F02"
1,946,5,"R01_F05"
1,947,1,"R01_F01"
1,948,5,"R01_F05"
1,949,4,"R01_F04"
1,950,4,"R01_F04"
1,951,2,"R01_F02"
1,952,1,"R01_F01"
1,953,5,"R01_F05"
1,954,4,"R01_F04"
1,955,1,"R01_F01"
1,956,5,"R01_F05"
1,957,2,"R01_F02"
1,958,4,"R01_F04"
1,959,5,"R01_F05"
1,960,3,"R01_F03"
1,961,4,"R01_F04"
1,962,3,"R01_F03"
1,963,1,"R01_F01"
1,964,2,"R01_F02"
1,965,1,"R01_F01"
1,966,1,"R01_F01"
1,967,3,"R01_F03"
1,968,1,"R01_F01"
1,969,1,"R01_F01"
1,970,3,"R01_F03"
1,971,4,"R01_F04"
1,972,1,"R01_F01"
1,973,2,"R01_F02"
1,974,1,"R01_F01"
1,975,4,"R01_F04"
1,976,3,"R01_F03"
1,977,4,"R01_F04"
1,978,3,"R01_F03"
1,979,2,"R01_F02"
1,980,4,"R01_F04"
1,981,2,"R01_F02"
1,982,3,"R01_F03"
1,983,1,"R01_F01"
1,984,5,"R01_F05"
1,985,4,"R01_F04"
1,986,4,"R01_F04"
1,987,3,"R01_F03"
1,988,3,"R01_F03"
1,989,5,"R01_F05"
1,990,1,"R01_F01"
1,991,3,"R01_F03"
1,992,5,"R01_F05"
1,993,3,"R01_F03"
1,994,3,"R01_F03"
1,995,3,"R01_F03"
1,996,3,"R01_F03"
1,997,2,"R01_F02"
